anime_id,people_id,staff_role
1506,2804,Original Creator
2171,2804,Original Creator
4447,2804,Original Creator
5460,2804,Original Creator
6467,2804,Original Creator
21419,2804,Original Creator
28479,2804,Original Creator
32005,2804,Original Creator
34430,2804,Original Creator
35798,2804,Original Creator
38770,2804,Original Creator
39764,2804,Original Creator
1369,2804,Original Creator
2512,2804,Original Creator
2513,2804,Original Creator
2514,2804,Original Creator
2515,2804,Original Creator
1368,2804,Original Creator
2597,2804,Original Creator
6198,2804,Original Creator
6438,2804,Original Creator
8609,2804,Original Creator
10703,2804,Original Creator
13839,2804,Original Creator
10766,2804,Original Creator
33150,2804,Original Creator
38788,2804,Original Creator
36269,2804,Original Creator
7303,2804,Original Creator
9839,2804,Original Creator
33145,2804,Original Creator
33152,2804,Original Creator
9786,2804,Original Creator
9785,2804,Original Creator
34036,2804,Original Creator
29437,2804,Original Creator
33148,2804,Original Creator
33146,2804,Original Creator
42476,2804,Original Creator
24169,2804,Original Creator
33149,2804,Original Creator
36760,2804,Original Creator
47413,2804,Original Creator
5578,2804,Original Creator
2335,2804,Original Creator
6115,2804,Creator
18429,2804,Original Creator
8310,2804,Original Creator
25517,2804,Original Creator
50010,2804,Original Creator (Original Plan)
50012,2804,Original Creator
40348,2804,Original Creator
21867,2804,Original Creator
41834,52845,Theme Song Performance
8635,6509,Inserted Song Performance
39938,49169,Script
21939,30765,Theme Song Performance
24701,30765,Theme Song Performance (OP01)
24687,30765,Theme Song Performance (OP)
28957,30765,Theme Song Performance (OP)
34744,43220,Theme Song Performance
7639,43220,"Theme Song Performance (OP, ED)"
3361,13197,Original Creator
10815,13197,Original Creator
247,445,Theme Song Performance (ED)
292,2923,Original Creator
2530,2923,Original Creator
9600,2923,Original Creator
4246,630,2nd Key Animation (Doga Kobo)
42897,56398,Script (French)
38000,56398,Script (French)
40456,56398,Script (French)
22043,34903,Theme Song Performance
23259,34903,Theme Song Performance
11241,4750,Original Creator
16700,7884,Theme Song Composition (ED)
4896,7884,Music (Original Composition)
322,6063,"Theme Song Arrangement (ED), Theme Song Lyrics (ED), Theme Song Performance (ED)"
288,37669,ADR Director
37208,46339,"Original Character Design, Chief Animation Director"
33926,46339,"Storyboard (eps 1-9), Original Character Design, Chief Animation Director"
37396,48313,"Director (ep 1), Original Creator (ep 1)"
269,10025,Theme Song Performance (Dai Dai - Ending Theme 12)
1592,10025,Theme Song Performance (ED)
8129,10025,Theme Song Performance (OP)
12321,10025,Theme Song Performance
12727,10025,Theme Song Performance
3043,56438,Publicity (French)
4074,56438,Publicity (French)
3800,56438,Publicity (French)
2800,56438,Publicity (French)
4199,56438,Publicity (French)
2809,56438,Publicity (French)
3213,56438,Publicity (French)
1491,56438,Publicity (French)
2230,56438,Publicity (French)
5013,56438,Publicity (French)
6374,56438,Publicity (French)
10562,56438,Publicity (French)
3878,56438,Publicity (French)
3201,56438,Publicity (French)
2510,56438,Publicity (French)
1236,56438,Publicity (French)
5832,56438,Publicity (French)
5833,56438,Publicity (French)
5022,56438,Publicity (French)
1000,56438,Publicity (French)
1985,56438,Publicity (French)
1986,56438,Publicity (French)
3801,56438,Publicity (French)
8598,56438,Publicity (French)
9491,17113,Theme Song Performance (OP)
1032,21255,Theme Song Performance (ED)
7482,21255,Theme Song Performance (ED)
30694,9809,Theme Song Performance (Brazilian version)
136,9809,Theme Song Performance (brazilian portuguese version)
34134,9809,Theme Song Composition
1253,9809,Theme Song Performance (brazilian portuguese version)
13333,9809,"Theme Song Lyrics (insert song ep 6), Inserted Song Performance (as Condor Queens)"
16,10033,Inserted Song Performance
1142,10033,Inserted Song Performance
40964,20987,Mechanical Design
777,20987,Mechanical Design
34104,20987,Mechanical Design
309,8343,Theme Song Performance (OP)
27831,38168,Theme Song Performance
25517,38168,Theme Song Performance
7113,8626,Mechanical Design
50871,8626,Character Design
109,8626,Mechanical Design
12471,8626,Mechanical Design
71,8626,Mechanical Design
31931,8626,Mechanical Design
49211,8626,Mechanical Design
37245,8626,Mechanical Design
40192,8626,Mechanical Design
40942,8626,Mechanical Design
24625,8626,Mechanical Design
33797,8626,Mechanical Design
2260,8626,Mechanical Design
48466,8626,Mechanical Design
2581,8626,Mechanical Design
3927,8626,Mechanical Design
6288,8626,Mechanical Design
10808,8626,Mechanical Design
17655,8626,Mechanical Design
31251,8626,Mechanical Design
38982,8626,Mechanical Design
33051,8626,Mechanical Design
152,8626,Mechanical Design
1602,8626,Mechanical Design
180,8626,Mechanical Design
168,16275,Theme Song Performance (Reckless Fire)
10592,16275,Theme Song Performance
1352,42403,Sound Effects (ep 3)
3152,42403,Sound Effects
10417,42403,Sound Effects
13271,42403,Sound Effects
19951,42403,Sound Effects
617,42403,Sound Effects
15227,42403,Sound Effects
15813,42403,Sound Effects
1462,42403,Sound Effects (ep 2)
36936,42403,Sound Effects
14181,42403,Sound Effects
566,42403,Sound Effects
8520,13941,Original Creator
8521,13941,Original Creator
19533,13941,Original Creator
3129,13941,Original Creator
3130,13941,Original Creator
22975,13941,Original Creator
22977,13941,Original Creator
4936,13941,Original Creator
18845,13941,Original Creator
23647,13941,Original Creator
21493,13941,Original Creator
7981,13941,Original Creator
22991,13941,Original Creator
22993,13941,Original Creator
17321,13941,Original Creator
17317,13941,Original Creator
27681,13941,Original Creator
17315,13941,Original Creator
10250,13941,Original Creator
10244,13941,Original Creator
3077,13941,Original Creator
34550,13941,Original Creator
21681,32959,Theme Song Performance (ED)
32262,32959,Theme Song Performance (ED)
3859,2958,Original Creator
34257,20835,Theme Song Performance (ED2)
35805,20835,Theme Song Performance (ED1)
35346,20835,Theme Song Performance (ED2)
28221,20835,Theme Song Performance
23321,20835,Inserted Song Performance
20541,20835,Theme Song Performance
38835,20835,Theme Song Performance
49112,3504,Original Creator
10165,3504,Original Creator
8857,3504,Original Creator
250,2657,Original Creator
844,2657,Original Creator
911,2657,Original Creator
7430,2657,Original Creator
30100,40548,Theme Song Performance (Tenchuu Girls)
48997,40548,Theme Song Performance (ED)
34280,40548,Theme Song Performance (ED)
37983,40548,Theme Song Performance (ED)
31404,40548,Theme Song Performance (OP)
46381,40548,Theme Song Performance (ED3)
40594,40548,Theme Song Performance (ED)
32924,40548,Theme Song Performance (ED)
23311,49165,Episode Director (OP)
39252,49165,Director
29707,49165,Director
6702,15847,Theme Song Performance (OP2 & ED8)
1604,15847,Theme Song Performance (ED4)
10798,15847,Inserted Song Performance (ep 2)
5232,6586,Original Creator
40302,6586,Original Creator
5023,6586,Original Creator
6056,6586,Original Creator
13307,6586,Original Creator
19983,6586,Original Creator
38671,10449,Theme Song Performance (OP2)
5258,10449,Theme Song Performance (ED1)
36027,10449,Theme Song Performance (OP)
6114,10449,Theme Song Performance (OP1)
1762,39358,"Theme Song Composition (ED), Theme Song Performance (ED)"
6554,39358,"Theme Song Composition (ED), Theme Song Lyrics (ED), Theme Song Performance (ED)"
31873,39358,"Theme Song Composition, Theme Song Lyrics, Theme Song Performance"
36118,39358,Music
10989,39358,"Theme Song Composition (OP), Theme Song Lyrics (OP), Theme Song Performance (OP)"
8644,39358,Theme Song Composition (OP)
970,39358,"Theme Song Composition (ED 1), Theme Song Performance (ED 1)"
20545,22215,Theme Song Performance (OP)
34881,7516,Theme Song Performance
33253,7516,Theme Song Performance (OP)
5342,7516,Theme Song Performance (OP & ED)
6676,7516,Theme Song Performance (OP/ED)
33950,7516,Theme Song Performance (ED)
32086,7516,Theme Song Performance (ED)
9479,7516,Theme Song Performance (OP & ED)
49532,7516,Theme Song Performance (ED)
2002,7516,Theme Song Performance (OP)
141,7516,Theme Song Performance (ED)
14467,7516,Theme Song Performance
16904,7516,Theme Song Performance
27991,7516,"Theme Song Arrangement, Theme Song Composition, Theme Song Lyrics, Theme Song Performance"
16668,7516,Theme Song Performance (ED)
18295,7516,Inserted Song Performance
14817,7516,Theme Song Performance (ED)
38555,7516,Theme Song Performance (OP)
42282,7516,Theme Song Performance (OP)
8675,7516,Theme Song Performance (ED)
10119,7516,Theme Song Performance (ED)
4581,7516,Theme Song Performance (OP & ED)
5034,7516,Theme Song Performance (OP & ED)
1823,7516,Theme Song Performance (OP)
19775,7516,Theme Song Performance (OP)
24893,7516,Theme Song Performance
75,7516,Theme Song Performance (OP)
17080,7516,Theme Song Performance
30549,7516,Theme Song Performance
8098,7516,Theme Song Performance (OP)
34649,7516,Theme Song Performance
40109,7516,Theme Song Performance
41714,7516,Theme Song Performance (OP)
41814,7516,"Theme Song Performance (OP, ED), Inserted Song Performance (Shangri-La ～THE BEYOND～)"
560,7516,Theme Song Performance
113,7516,Theme Song Performance (OP & ED)
3614,7516,Theme Song Performance (OP & ED)
2086,131,Theme Song Performance (OP)
42913,6257,Original Creator
41290,6257,Director
39761,6257,Original Creator
41289,6257,Original Creator
30396,30611,Director
30399,30611,Director
30480,30611,Director
23517,30611,Director
36402,30611,Animation Director
29629,30611,Director
30332,30611,Director
29943,30611,Producer
30340,30611,Director
3215,30611,Animation Director
30393,30611,Director
30328,30611,Director
43627,30611,Animation Director
30405,30611,Director
30392,30611,Director
37192,30611,Animation Director
30407,30611,Animation Director
8645,30611,Director
8717,30611,Animation Director
30395,30611,Director
36391,30611,Animation Director
30337,30611,Director
38319,30611,Animation Director
30397,30611,Director
30331,30611,Director
30398,30611,Director
40674,30611,Animation Director
30327,30611,Director
30329,30611,Director
29681,30611,Director
43551,30611,Animation Director
30403,30611,Director
30418,30611,Director
38309,30611,Animation Director
30339,30611,Director
30335,30611,Director
30401,30611,Director
43446,30611,Animation Director
30334,30611,Director
3799,30611,Director
30404,30611,Director
30341,30611,Director
30394,30611,Director
29780,30611,Animation Director
4761,30611,Director (Hashimoto)
40673,30611,Animation Director
30408,30611,Animation Director
50100,30611,Director
30336,30611,Director
42895,30611,Animation Director
30326,30611,Director
30330,30611,Director
30400,30611,Director
22611,6690,Director
2548,6690,"Director, Storyboard"
2554,6690,Storyboard
2579,6690,"Director, Storyboard, Episode Director"
2825,6690,"Director, Episode Director"
4339,6690,"Director, Storyboard"
1550,6690,Episode Director
3132,6690,Director
1333,6690,Storyboard
4060,6690,Animation Director
3435,6690,Director
2569,6690,Director
2544,6690,Storyboard
5600,6690,Director
3823,6690,"Director, Storyboard"
3180,6690,Storyboard
4723,6690,"Director, Storyboard"
2547,6690,Director
1547,11770,Theme Song Performance
28833,9526,ADR Director
23311,9526,ADR Director (Assistant)
35203,9526,ADR Director
36754,9526,ADR Director
24455,9526,ADR Director (Assistant)
34262,9526,ADR Director
24037,9526,ADR Director (Assistant)
32899,9526,ADR Director
303,38029,Producer
101,38029,Producer
8676,38029,Producer
11235,38029,Producer
2964,38029,Producer
14741,38029,Producer
18671,38029,Producer
2167,38029,Producer
4181,38029,Producer
18507,38029,Producer
27989,38029,Producer
5680,38029,Producer
7791,38029,Producer
1530,38029,Producer
11079,38029,Producer
18153,38029,Producer
1163,38029,Assistant Producer
6512,38029,Producer
710,38029,Producer
64,38029,Producer
1719,38029,Producer
65,38029,Producer
2923,38029,Producer
8726,38029,Producer
5141,38029,Producer
19021,38029,Producer
21647,38029,Producer
16417,38029,Producer
1607,38029,Producer
1718,38029,Producer
20053,38029,Producer
4548,38029,Producer
18497,38029,Producer
18499,38029,Producer
9331,38029,Producer
69,6723,"Director, Script (ep 1), Storyboard (ep 1), Original Creator"
249,6723,"Director (ep 1-44), Script"
90,6723,"Director, Script, Storyboard"
3626,6723,Director
593,6723,Storyboard
8250,6723,"Script, Storyboard"
4685,6723,"Director, Storyboard"
1952,6723,Director
1264,6723,Director (ep 1-19)
42391,926,Theme Song Performance (ED2)
4053,926,Theme Song Performance (ED1)
934,26649,Script (French)
4898,26649,Script (French)
7059,2913,Script ( co-wrote script)
26351,2913,Original Creator
30379,2913,Original Creator
5957,2913,Original Creator
7311,2913,Original Creator
849,2913,Original Creator
4382,2913,Original Creator
5118,2913,Original Creator
48406,11627,"Director (Chief Director), Script, Original Creator, Sound Director, Series Composition"
48680,11627,"Script, Original Creator, Series Composition"
9941,11627,"Script, Series Composition"
41595,11627,Series Composition
12015,11627,"Screenplay, Series Composition"
12017,11627,Series Composition
30131,11627,"Director, Script, Sound Director, Series Composition"
1962,7408,"Storyboard (ep 0,5)"
8367,7408,Storyboard
2664,7408,Storyboard (OP)
345,7408,"Director, Storyboard (ep 1, 8, 12), Episode Director (ep 1, 12)"
2035,7408,Director
12049,7408,Storyboard
3734,7408,"Director, Storyboard"
27561,7408,"Storyboard, Episode Director"
153,7408,Director
5079,7408,Director
330,7408,"Director, Storyboard (ep 1, 13)"
3313,7408,Storyboard
800,7408,"Storyboard (ep 2, 4, 9)"
2710,7408,Director
12815,7408,Storyboard (OP 1-2)
9253,7408,"Storyboard (eps 20, 22)"
1728,7408,"Director, Storyboard (ep 1, 52)"
6444,7408,"Storyboard, Episode Director"
16870,7408,Director
6213,7408,"Storyboard (eps 10, 17, 22)"
20053,7408,Storyboard (ep 12)
36873,245,"Theme Song Performance (OP2, ED2)"
38472,245,Theme Song Performance (OP)
39988,245,Theme Song Performance (OP)
36754,245,Theme Song Performance (ED9)
20971,245,Theme Song Performance (OP)
40893,245,Theme Song Performance
8476,245,Theme Song Performance (ED 2)
15127,245,Theme Song Performance
18179,245,Theme Song Performance
1946,612,"Inserted Song Performance (""Tobenai Tenshi"" - episode 8)"
42310,51637,Music
12477,51637,Sound Director
39575,51637,Producer (Music)
44429,46099,In-Between Animation
38292,46099,Key Animation
35594,46099,Assistant Director
30736,45760,Theme Song Performance (OP2)
31563,39942,Sound Director
4039,39942,Sound Director
2174,39942,Sound Director
1773,39942,Sound Director
4312,39942,Sound Director
3027,39942,Sound Director
1878,39942,Sound Director
5916,4986,Original Creator
38797,6982,Theme Song Performance (ED)
34474,6982,Inserted Song Performance
37204,19840,"Episode Director (8, 23)"
40517,19840,"Director, Script"
9907,19840,"Director, Storyboard, Episode Director"
21677,19840,"Storyboard (ep 3), Episode Director (ep 3)"
37516,19840,Episode Director (Chief Episode Director)
40329,19840,Director
6438,19840,Episode Director
16512,19840,Storyboard (ep 6)
6702,19840,"Storyboard (ep 40), Episode Director (ep 40)"
41381,19840,Animation Director
28907,19840,Director
31637,19840,Director
35557,19840,Director (series)
15051,19840,"Director, Storyboard (ep 1, OP), Episode Director (ep 1, OP)"
19111,19840,"Director, Storyboard (ep 1, OP), Episode Director (ep 1, OP)"
20745,19840,"Director, Storyboard, Episode Director"
41169,19840,Director
24997,19840,Director
34888,19840,"Director, Series Composition"
12637,19840,"Director, Storyboard, Episode Director"
11033,19840,"Director, Storyboard, Episode Director"
9930,19840,"Director, Storyboard, Episode Director"
8197,19840,Storyboard (ep 7.5)
8934,19840,Episode Director (ep 17)
14951,19840,"Director, Storyboard, Episode Director"
34915,45323,"Theme Song Performance (OP, ED2, ED7, ED10), Inserted Song Performance"
23523,28071,"Theme Song Arrangement (ED2), Theme Song Composition (ED2), Theme Song Lyrics (ED2), Theme Song Performance (ED2)"
20,28071,"Theme Song Arrangement (OP1), Theme Song Composition (OP1), Theme Song Performance (OP1)"
2463,28071,"Theme Song Arrangement (OP2), Theme Song Composition (OP2), Theme Song Lyrics (OP2), Theme Song Performance (OP2)"
103,8148,Theme Song Performance
32309,40640,"Director, Script, Storyboard, Creator"
4657,15489,"Director, Storyboard (eps 1-3, 9, 12-13, 18, 26), Episode Director (eps 1, 3, 25)"
9074,15489,Storyboard (ep 13)
1961,15489,Key Animation
4177,15489,"Episode Director (ep 3), Animation Director (ep 22)"
2164,15489,"Storyboard (ep 16), Episode Director (ep 5), Key Animation (eps 2, 8)"
5114,15489,"Storyboard (eps 26, 62), Episode Director (eps 1, 26, 35, 43, 53, 62), 2nd Key Animation (63), Key Animation (eps 10, 53, 62, OP1, OP3, OP5)"
4312,15489,Key Animation
1556,15489,Key Animation (ep 2)
3019,15489,Episode Director
584,15489,Key Animation (ep 4)
8487,15489,Key Animation
2159,15489,"Storyboard (eps 11, 19), Episode Director (ep 11)"
12677,15489,"Director, Storyboard (eps 1, 6, OP, ED), Episode Director (ep 6, OP, ED)"
10588,15489,Key Animation (ep 8)
2594,15489,Key Animation
34799,15489,"Director, Storyboard (eps 1-2, 9, 25), Episode Director (ED2)"
1601,15489,"Episode Director (eps 6, 13)"
10572,15489,"Storyboard (eps 4, 8)"
44041,15489,Director
38715,15489,Director
1559,15489,"Storyboard (ep 13), Episode Director (ep 13)"
4471,15489,Key Animation
36531,15489,"Director (1-64), Storyboard (1, 3, 58, 64, ED2, ED3), Co-Director (65-76)"
46381,15489,"Director (Chief Director), Series Composition"
12815,15489,"Storyboard (eps 20, 34, 47), Episode Director (eps 20, 34, 47), Key Animation (eps 20, 47)"
27441,15489,"Director, Storyboard (eps 1-5, 7, 9, 11-12, OP), Episode Director (ep 12), Key Animation (ep 12)"
32038,15489,"Director, Storyboard (eps 1-2, 4-5, 7-12), Episode Director (eps 11-12), Key Animation (eps 11-12)"
32039,15489,Director
41520,15489,Director (Chief)
6802,15489,Storyboard (ep 6)
8407,15489,Key Animation (ep 2)
3588,15489,"Storyboard (R2 OP1 & OP2), Episode Director (R2 OP1 & OP2)"
12857,15489,Storyboard (TV Staff)
8934,15489,"Storyboard (eps 13, 23), Key Animation (OP1)"
27783,15489,Director (Chief)
37655,15489,Director (Chief)
23067,15489,"Director (3DCG), Storyboard (eps 9, 18, 47, 50-51), Episode Director (OP1, OP2)"
10714,15489,"Episode Director, Key Animation"
10715,15489,Storyboard
10717,15489,"Episode Director, Key Animation"
23313,15489,"Storyboard (eps 8, 12, 23, 29), Episode Director (eps 8, 12, 23, 29, 33), Animation Director (eps 15, 19, 23, 29, 33)"
10987,15489,"Storyboard (eps 9, 13), Episode Director (eps 1, 5, 9, 13), Animation Director (eps 1, 5, 9, 13)"
852,709,Theme Song Performance (OP & ED)
7578,709,Theme Song Performance
42785,709,Theme Song Performance
6008,709,Theme Song Performance
39585,709,Theme Song Performance (ED)
352,709,Theme Song Performance (OP & ED)
2948,709,Theme Song Performance (OP & ED)
1210,709,Inserted Song Performance
353,709,"Theme Song Performance (OP, ED2)"
1376,709,Theme Song Performance (OP & ED)
351,709,"Theme Song Performance (OP & ED), Inserted Song Performance (Ep.13)"
21707,709,Inserted Song Performance
17249,709,Inserted Song Performance
13535,17185,Music
32811,17185,Producer
31157,17185,Music
41025,17185,Theme Song Performance (ED)
23285,17185,Music
30585,17185,Music
32812,17185,Producer
36884,124,Theme Song Performance (ED)
2553,24711,Original Creator
2623,24711,Original Creator
2624,24711,Original Creator
1069,19964,"Director, Chief Animation Director, Sound Director, Theme Song Lyrics (ED)"
1068,19964,"Director, Episode Director (ep 31), Chief Animation Director, Theme Song Lyrics (ED)"
5618,19964,"Director (Chief), Storyboard, Episode Director (eps 1-7), Chief Animation Director"
5834,19964,"Director, Script, Episode Director, Series Composition"
17439,19964,Director
17445,19964,Episode Director
17443,19964,Episode Director
17447,19964,Episode Director
4411,19964,"Director (Chief), Storyboard, Chief Animation Director, Sound Director (eps 1-20), Theme Song Lyrics (ED)"
1547,19964,Episode Director
3827,19964,Episode Director
6303,19964,"Script, Episode Director"
9916,19964,Episode Director
7980,19964,"Script, Episode Director"
2816,19964,"Director, Chief Animation Director, Sound Director, Theme Song Lyrics"
2331,19964,"Director (Chief), Chief Animation Director"
338,19964,"Director (eps 1-18), Chief Animation Director (eps 1-12)"
2128,19964,"Director (eps 27-50), Storyboard, Chief Animation Director (eps 27-50)"
7808,19964,Producer (Supervisor)
15809,16723,Original Creator
48413,16723,Original Creator
9513,12510,"Script (ep 9), Screenplay (ep 9)"
17651,12510,"Script, Series Composition"
20187,12510,Series Composition
2026,12510,"Script (ep 20), Screenplay (ep 20)"
15225,12510,Series Composition
863,12510,"Script, Screenplay"
10217,12510,"Script (eps 1, 3, 6, 8, 11, 12), Screenplay (eps 1, 3, 6, 8, 11, 12), Series Composition"
27997,12510,Series Composition
2927,12510,"Script (eps 	6, 11, 13, 17, 22), Screenplay (eps 	6, 11, 13, 17, 22)"
1070,12510,"Script (eps 16, 19, 22, 25), Screenplay (eps 16, 19, 22, 25)"
8917,12510,"Script, Screenplay"
10161,12510,"Script (eps 	7, 10), Screenplay (eps 	7, 10)"
7769,12510,"Script (eps 1-3, 5-7, 9-12), Screenplay (eps 1-3, 5-7, 9-12), Series Composition"
10924,12510,Script
6633,12510,"Script (ep 4, 8, 9), Screenplay (ep 4, 8, 9)"
8456,12510,"Script (ep 1), Screenplay (ep 1)"
10572,12510,"Script (eps 1-4, 8-12), Screenplay (eps 1-4, 8-12), Series Composition"
16051,12510,Series Composition
533,12510,"Script, Screenplay"
2604,12510,"Script (eps 4, 10, 15, 16, 22), Screenplay (eps 4, 10, 15, 16, 22)"
5233,12510,"Script (eps 4, 7, 11), Screenplay (eps 4, 7, 11)"
4028,12510,"Script (eps 6, 11), Screenplay (eps 6, 11)"
3470,12510,"Script (eps 3, 9), Storyboard (eps 3, 9), Screenplay (eps 3, 9)"
390,12510,"Script, Screenplay"
6444,12510,"Script (eps 7, 12), Screenplay (eps 7, 12)"
6213,12510,"Script (eps 7, 13), Screenplay (eps 7, 13)"
6127,12510,"Script, Screenplay"
33532,12510,Series Composition
20053,12510,Script
10521,12510,"Script (eps 4, 5, 8), Screenplay (eps 4, 5, 8)"
28851,45549,"Theme Song Composition (OP), Theme Song Lyrics (OP), Theme Song Performance (OP)"
24909,43789,Theme Song Performance (OP)
28869,43789,Theme Song Performance (OP)
31670,43789,Theme Song Performance (OP)
33490,43789,Theme Song Performance (OP)
32853,41058,Director
23945,38028,Theme Song Composition (ED)
24969,38028,Theme Song Composition (ED)
21647,38028,Theme Song Composition (ED)
16417,38028,Theme Song Composition (ED)
11759,16613,Music
30485,16613,Music
9566,16613,"Theme Song Arrangement (OP, ED), Theme Song Composition (OP, ED)"
11759,7337,Theme Song Performance (ED 3)
13939,7337,Theme Song Performance (ED 2)
19429,7337,Theme Song Performance
23037,7337,Inserted Song Performance
37869,7337,Inserted Song Performance
39619,7337,Inserted Song Performance
36309,7337,Theme Song Performance (ED)
22189,7337,Theme Song Performance
25719,7337,Theme Song Performance
36902,7337,Inserted Song Performance
38483,7337,Theme Song Performance (ED)
23325,7337,Theme Song Performance
16049,7337,Theme Song Performance (ED 4-5)
22759,7337,Theme Song Performance
11743,7337,Inserted Song Performance
15,28739,Theme Song Performance (OP 3)
21,28739,Theme Song Performance (ED 12)
1167,28739,Theme Song Performance (OP)
1535,10604,Inserted Song Performance (Misa no Uta)
7588,11130,Theme Song Performance (OP)
17705,12064,Theme Song Performance
8425,12064,Theme Song Performance (OP (as yoshiki*lisa))
10504,12064,Theme Song Performance (OP (as yoshiki*lisa))
48365,12064,Theme Song Performance (ED)
1325,6444,Original Creator
2207,6444,Original Creator
481,13303,Casting Director (Spanish dub)
163,55821,ADR Director (French)
3842,39769,Inserted Song Performance
32322,39769,Theme Song Performance
19993,39769,Theme Song Performance (OP)
3876,39769,Inserted Song Performance
23013,39769,"Theme Song Performance (ED 1, ED 2)"
7981,39769,"Theme Song Performance (OP 1, OP 2, ED 2), Inserted Song Performance"
22991,39769,Theme Song Performance (OP)
50146,39769,Theme Song Performance
6868,39769,Theme Song Performance (OP 3)
24699,34531,Theme Song Performance
23135,34531,Theme Song Performance (プリパラドリーム☆オールスターズ)
5525,4564,Script
15061,4564,"Script (eps 5, 8, 10, 14, 23, 29, 37, 46, 53, 55, 66, 69, )"
102,4564,"Script (eps 4, 9-10, 13, 17, 23-24)"
25013,4564,"Screenplay (eps 3, 8, 10-11, 18)"
24531,4564,Series Composition
9919,4564,"Script (eps 3, 7)"
5342,4564,Screenplay
6676,4564,"Script (eps 5, 7)"
3006,4564,Series Composition
21185,4564,Script
269,4564,Script
4835,4564,Screenplay
2964,4564,Series Composition
49665,4564,Screenplay
38302,4564,Series Composition
15605,4564,Series Composition
42516,4564,Series Composition
48862,4564,Series Composition
60,4564,Script
36976,4564,Series Composition
1826,4564,Script
31710,4564,"Script (eps 1-2, 6-7, 11-12), Series Composition"
121,4564,Script
850,4564,"Script, Series Composition"
239,4564,Script
240,4564,Script (ep 8)
476,4564,Script
3665,4564,"Script (eps 1-2, 6, 9, 11, 14, 18, 24-25)"
6117,4564,Series Composition
287,4564,Script (ep 5)
36029,4564,Series Composition
38254,4564,Series Composition
37446,4564,Series Composition
35203,4564,"Script (eps 1, 3, 5, 8-9, 12), Series Composition"
228,4564,Script
1594,4564,Script
953,4564,Script
34501,4564,Series Composition
34934,4564,"Script (eps 1, 4-5, 11-12 ), Series Composition"
2162,4564,Series Composition
22693,4564,"Script, Series Composition"
30652,4564,"Script (eps 1-4, 8, 12), Series Composition"
7103,4564,"Script (eps 8, 11)"
21649,4564,Script
94,4564,Script
31631,4564,"Script, Series Composition"
3001,4564,"Screenplay, Series Composition"
13409,4564,Series Composition
13833,4564,"Script, Screenplay"
32876,4564,Series Composition
30409,4564,Script
3673,4564,Screenplay
24135,4564,"Script (eps 1-10), Series Composition"
31452,4564,"Script (eps 1-2, 10-12), Series Composition"
7592,4564,"Script (eps 1, 3, 9, 13, 20, 24), Series Composition"
28297,4564,"Screenplay (eps 1-4, 8-9, 12, 15-16, 19, 21, 24), Series Composition"
35656,4564,Series Composition
40863,4564,Screenplay
325,4564,Screenplay
32262,4564,"Script (eps 1-3, 7-8, 12), Series Composition"
1699,4564,Script
42774,4564,Script
42798,4564,Screenplay
24,4564,Script
846,4564,Script
4021,4564,Screenplay
23201,4564,Series Composition
478,4564,"Screenplay (eps 16, 20-21, 24)"
1642,4564,Script
3574,4564,Screenplay
3000,4564,Series Composition
22,4564,Script
8449,4564,Series Composition
6211,4564,"Script (eps 1-3, 5, 8-11), Series Composition"
38669,4564,Series Composition
32673,4564,"Script (eps 1, 4, 6-7, 11-12), Series Composition"
7058,4564,Series Composition
35250,4564,Series Composition
180,4564,Script
1112,4564,Script
15815,4564,Screenplay
15911,4564,"Script, Series Composition"
5902,3373,Original Creator
15291,3373,Original Creator
35248,30805,"Theme Song Performance (OP, ED2, ED11)"
38719,30805,"Sound Manager, Theme Song Composition (ED)"
37447,30805,Theme Song Composition (ED1)
33937,30805,Producer
21603,30805,Music
28149,30805,Music (ep 31)
8795,30805,Music
32385,30805,Producer
32681,30805,Theme Song Composition (ED)
27727,17075,Theme Song Performance
31417,17075,Theme Song Performance
35182,17075,"Theme Song Performance (OP, ED), Inserted Song Performance"
35222,17075,Theme Song Performance (ED)
34474,17075,"Theme Song Performance (OP3, ED3), Inserted Song Performance"
563,10464,Theme Song Composition (OP)
1187,10464,Theme Song Composition (OP)
121,10464,Theme Song Composition (OP 2)
430,10464,Theme Song Composition (OP)
9135,10464,Theme Song Composition (ED)
484,10464,"Theme Song Composition (ED), Theme Song Lyrics (ED), Theme Song Performance (ED)"
245,10464,Theme Song Composition (OP)
4334,10464,"Theme Song Arrangement (OP 1), Theme Song Composition (OP 1), Theme Song Lyrics (OP 1), Theme Song Performance (OP 1)"
1827,10464,Theme Song Composition (OP)
48877,14715,Original Creator
12031,14715,Original Creator
17389,14715,Original Creator
40682,14715,Original Creator
50160,14715,Original Creator
16123,383,Theme Song Performance
6574,33363,Theme Song Lyrics (ED 4 & 12)
5042,33363,"Theme Song Arrangement (ED 1 & 2), Theme Song Composition (ED 1 & 2), Theme Song Lyrics (ED 1 & 2), Theme Song Performance (ED 2)"
7593,33363,"Theme Song Arrangement (ED 2), Theme Song Composition (ED 2)"
8675,33363,"Theme Song Composition (ep 6 insert song (Jounetsu no Hana)), Theme Song Lyrics (ep 6 insert song (Jounetsu no Hana))"
20847,33363,"Theme Song Composition (ep 6 insert song (Jounetsu no Hana)), Theme Song Lyrics (ep 6 insert song (Jounetsu no Hana))"
3417,33363,"Theme Song Arrangement (ED 1), Theme Song Composition (ED 1)"
