id,title,english_title,type,source,start_air,end_air,season_premier,theme,rating,img_url
5629,Choujuu Kishin Dancougar: Hakunetsu no Shuushou,Super Bestial Machine God Dancougar: Blazing Epilogue,OVA,Unknown,1989-12-16,1990-05-25,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1560/96551.jpg
37256,Chainsaw Bunny: Deleted Scene,Chainsaw Bunny Deleted Scene,ONA,Original,2018-08-01,,,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/1282/95802.jpg
4214,Rosario to Vampire Capu2,Rosario + Vampire Capu2,TV,Manga,2008-10-02,2008-12-25,Fall 2008,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/6/25093.jpg
4224,Toradora!,,TV,Light novel,2008-10-02,2009-03-26,Fall 2008,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/22128.jpg
6209,Macross 7 Plus,,Special,Original,1995-01-25,1996-01-26,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/6/13816.jpg
2688,Akai Koudan Zillion,Zillion,TV,Game,1987-04-12,1987-12-13,Spring 1987,Military,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/8/41797.jpg
39068,Ano Danchi no Tsuma-tachi wa... The Animation,,OVA,Digital manga,2019-05-26,2019-10-25,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1590/103722.jpg
32620,Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,,OVA,Visual novel,2016-04-28,,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1043/104293.jpg
22497,Hello Kitty no Kaguya-hime,,OVA,Unknown,1993-09-21,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1744/108568.jpg
3427,Oni-Tensei,,OVA,Original,2000-03-25,2000-09-25,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/10/61985.jpg
48290,Aerover: Pinigseuui Buhwal,Aerover: Rebirth Of the Phoenix,TV,Unknown,2018-09-05,2018-12-19,Fall 2018,,G - All Ages,https://cdn.myanimelist.net/images/anime/1745/115323.jpg
33888,Omoi Au Christmas 2011,,Special,Original,2011-11-15,2011-12-17,,,G - All Ages,https://cdn.myanimelist.net/images/anime/5/81559.jpg
39513,Tenuto,,Music,Original,2013-02-01,,,Music,PG - Children,https://cdn.myanimelist.net/images/anime/1465/99732.jpg
24355,Gaia Getter A-kun,,ONA,Unknown,2002-06-01,,,Space,G - All Ages,https://cdn.myanimelist.net/images/anime/9/62891.jpg
31118,Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,,OVA,Visual novel,2015-09-25,,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1112/104314.jpg
28827,Doubutsu Tonarigumi,The Animal Neighborhood Community,Movie,Original,1941-01-01,,,Historical,G - All Ages,https://cdn.myanimelist.net/images/anime/2/69583.jpg
40351,Pokemon (2019),Pokemon Journeys: The Series,TV,Game,2019-11-17,,Fall 2019,,PG - Children,https://cdn.myanimelist.net/images/anime/1689/105554.jpg
35279,Youkoso! Ecolo Shima,,OVA,Original,,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/13/84975.jpg
42955,Hallelujah: Unmei no Sentaku,,ONA,Game,2020-09-28,,,,PG - Children,https://cdn.myanimelist.net/images/anime/1772/109454.jpg
37103,Danganronpa 3: Monokuma Gekijou,,Special,Game,2016-10-27,2016-12-21,,Parody,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/8/90004.jpg
9689,Agukaru,Agriculture Angel BARAKI,ONA,Unknown,2010-09-17,2014-04-01,,,PG - Children,https://cdn.myanimelist.net/images/anime/8/26860.jpg
36250,Baka to Test to Shoukanjuu Mini Anime,,Special,Light novel,2017-11-29,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/5/88311.jpg
14685,Onegai☆Teacher: Reminiscence Disc,,OVA,Original,2003-03-28,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/2/39945.jpg
523,Tonari no Totoro,My Neighbor Totoro,Movie,Original,1988-04-16,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/75923.jpg
6577,"Machine Robo: Leina, The Legend of Wolf Blade",,OVA,Unknown,1988-02-05,1989-04-26,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1101/93997.jpg
10172,Freezing Specials,,Special,Unknown,2011-03-30,2011-08-24,,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/9/28079.jpg
41285,"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",,Special,Light novel,2020-02-20,,,,None,https://cdn.myanimelist.net/images/anime/1265/106701.jpg
1979,Tobira wo Akete (1995),,OVA,Original,1995-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/8/5028.jpg
36978,Annyeong Totobi,,TV,Unknown,2011-07-20,2013-09-25,Summer 2011,,PG - Children,https://cdn.myanimelist.net/images/anime/8/89594.jpg
18627,Visitor,,Special,Unknown,1998-11-07,,,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/11/49751.jpg
43592,Zhong Li,,Movie,Book,1985-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1921/118443.jpg
9629,Cyborg 009: The Reopening,,Special,Manga,2010-10-05,,,Mecha,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/5/26666.jpg
31566,Ketsuekigata-kun! 3,,TV,Web manga,2015-10-13,2015-12-29,Fall 2015,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/76703.jpg
42717,Kaeru no Pickles: Kimochi no Iro,,TV,Original,2020-10-04,2020-12-27,Fall 2020,,G - All Ages,https://cdn.myanimelist.net/images/anime/1850/108933.jpg
37072,Naite Ita Onnanoko,,Music,Original,1979-04-03,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/12/89916.jpg
3021,Yume Senshi Wingman,Wingman,TV,Manga,1984-02-07,1985-02-26,Winter 1984,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/7/75183.jpg
38920,Kochouki: Wakaki Nobunaga,Kochoki,TV,Original,2019-07-08,2019-09-23,Summer 2019,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1934/111399.jpg
33573,BanG Dream!,,TV,Original,2017-01-21,2017-04-22,Winter 2017,Music,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/82414.jpg
28119,Kuma no Minakuro to Kouhei Jiisan,Kumanominakuro to Kouheijiisann,OVA,Book,1999-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/9/68033.jpg
23857,Go! Go! Kadendanshi 2nd Season,,ONA,Unknown,2014-04-29,2015-03-13,,,G - All Ages,https://cdn.myanimelist.net/images/anime/11/62165.jpg
18451,Don: Gokudou Suikoden,,OVA,Unknown,1992-07-01,1992-09-09,,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/2/49405.jpg
2101,Singles,,OVA,Manga,1993-05-28,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/10/29219.jpg
14355,Yama no Susume,Encouragement of Climb,TV,Manga,2013-01-03,2013-03-21,Winter 2013,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/75525.jpg
36119,Uma no Friends,,ONA,Game,2017-08-08,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/11/87272.jpg
42344,"Ame wo Matsu,",,Music,Original,2020-06-30,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/1253/108539.jpg
26105,"Gomen ne, Mii-chan",,OVA,Unknown,2005-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/5/65979.jpg
42916,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Sword Art Online the Movie: Progressive - Aria of a Starless Night,Movie,Light novel,2021-10-30,,,Game,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1590/116274.jpg
41223,Shi Yi Chang An: Mingyue Jishi You,Memory of Chang'an,ONA,Manga,2020-10-28,2021-01-06,,Historical,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1789/109403.jpg
38540,Tantei Opera Milky Holmes: Psycho no Aisatsu,,Special,Original,2018-12-31,,,Super Power,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1370/96895.jpg
6311,Sarutobi Ecchan,,TV,Unknown,1971-10-04,1972-03-27,Fall 1971,School,PG - Children,https://cdn.myanimelist.net/images/anime/12/59333.jpg
6783,ef: A Tale of Memories. - Recollections,ef ~ A Tale of Melodies - Recollections,Special,Visual novel,2008-09-26,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/2/15710.jpg
29357,Eien,,Music,Unknown,2006-01-01,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/5/70577.jpg
47983,Ushigaeru,Ushigaer,ONA,Original,2004-12-30,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1054/112212.jpg
24357,Mokkai Shiyo?,,OVA,Manga,2014-07-04,,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1471/112601.jpg
646,Haunted Junction,,TV,Manga,1997-04-02,1997-06-25,Spring 1997,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1163/94507.jpg
37475,Kishuku Gakkou no Juliet,Boarding School Juliet,TV,Manga,2018-10-06,2018-12-22,Fall 2018,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1908/93416.jpg
35848,Promare,,Movie,Original,2019-05-24,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1008/101845.jpg
6184,Makaryuudo Demon Hunter,,OVA,Manga,1989-11-08,,,Demons,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/11/69053.jpg
4278,Shishunki Shoujo,,OVA,Manga,2008-03-28,2008-07-25,,School,Rx - Hentai,https://cdn.myanimelist.net/images/anime/12/8046.jpg
38735,7 Seeds,,ONA,Manga,2019-06-28,,,Psychological,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/1219/116954.jpg
9798,Pandane to Tamago-hime,Mr. Dough and the Egg Princess,Movie,Original,2010-11-20,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/27157.jpg
31091,Komori-san wa Kotowarenai!,Komori-san Can't Decline!,TV,4-koma manga,2015-10-04,2015-12-20,Fall 2015,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/78082.jpg
39606,Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,UzaMaid! My Maid Is Still Seriously Way Too Annoying...,Special,Manga,2019-04-24,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1022/100738.jpg
2238,Fuyu no Semi,Embracing Love: A Cicada in Winter,OVA,Manga,2007-02-23,2007-04-27,,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/1/2443.jpg
21065,Yakusoku (ONA),,ONA,Original,2013-08-13,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/10/68987.jpg
34696,Anata no Katagoshi Chotto Ue,,Special,Original,2008-02-11,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/10/83672.jpg
14623,Chikyuu SOS Sore Ike Kororin,Do it Kororin Earth SOS,TV,Unknown,1992-04-08,1993-03-10,Spring 1992,,G - All Ages,https://cdn.myanimelist.net/images/anime/5/39807.jpg
40641,Lilttle Wonders: Sneeze,Little Wonders: Sneeze,Special,Original,2013-07-12,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1376/103876.jpg
4693,Dochinpira,The Gigolo: Dochinpira,OVA,Unknown,1993-08-27,,,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/8/53635.jpg
5468,Yattokame Tanteidan,,TV,Unknown,2007-10-07,2008-01-06,Fall 2007,,G - All Ages,https://cdn.myanimelist.net/images/anime/3/11274.jpg
49275,Renou Xueyuan,ELF Academy,ONA,Unknown,2021-07-10,2021-09-04,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1506/116008.jpg
28833,Chain Chronicle: Haecceitas no Hikari,Chain Chronicle: The Light of Haecceitas,TV,Game,2017-01-08,2017-03-26,Winter 2017,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/10/83740.jpg
7496,Saiyuuki: Son Gokuu Monogatari,,Movie,Novel,1926-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/11/17996.jpg
42666,Kankan Karasu,,Music,Original,1982-04-04,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/1856/108862.jpg
13435,Taka no Tsume NEO Announcement Movie,,Special,Unknown,2012-03-14,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/6/37617.jpg
32834,Gra-P & Rodeo: Band wo P,,Special,Original,2016-03-23,,,Music,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/5/78722.jpg
33034,Kiniro Mosaic: Pretty Days,,Movie,4-koma manga,2016-11-12,,,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/11/81607.jpg
44059,Puparia,,ONA,Original,2020-11-20,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1308/110285.jpg
41505,Pianoman Trailer,,ONA,Original,2017-12-28,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1294/106625.jpg
30974,Wasurerumonka!,,OVA,Unknown,1993-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/13/74519.jpg
36444,Touken Ranbu: Hanamaru - Makuai Kaisouroku,,Movie,Game,2017-12-01,,,Historical,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/6/87948.jpg
43649,Zhengzhi,,Movie,Original,1988-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1389/118603.jpg
40256,Cannon Busters,,ONA,Other,2019-08-15,,,Mecha,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/1452/102628.jpg
18841,PES: Peace Eco Smile - Drive your Heart,,ONA,Original,2012-05-23,,,Cars,G - All Ages,https://cdn.myanimelist.net/images/anime/8/50253.jpg
8729,Omoide no Album,,Music,Original,1981-02-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/13/24111.jpg
39465,Wishing,,Music,Game,2017-12-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1729/99580.jpg
22817,Kindaichi Shounen no Jikenbo Returns,The File of Young Kindaichi Returns,TV,Manga,2014-04-05,2014-09-27,Spring 2014,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/7/61271.jpg
9736,Astarotte no Omocha!,Astarotte's Toy,TV,Manga,2011-04-11,2011-06-26,Spring 2011,Demons,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/3/75562.jpg
95,Turn A Gundam,∀ Gundam,TV,Original,1999-04-09,2000-04-14,Spring 1999,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/78330.jpg
2366,Touma Kishinden Oni,,TV,Game,1995-10-05,1996-03-21,Fall 1995,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/9/82993.jpg
32820,Xiong Chumo: Chunri Dui Dui Peng,Boonie Bears: Spring into Action,TV,Original,2014-11-27,2015-01-15,Fall 2014,,PG - Children,https://cdn.myanimelist.net/images/anime/10/78684.jpg
38498,Banana ga Suki,,Music,Original,2018-10-10,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1396/95517.jpg
11773,To Heart 2: Dungeon Travelers,,OVA,Game,2012-02-22,2012-07-25,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/8/74021.jpg
44159,Sai Er Hao Movie 7: Fengkuang Jiqi Cheng,,Movie,Game,2019-08-02,,,,PG - Children,https://cdn.myanimelist.net/images/anime/1121/117991.jpg
7135,Mahou Sensei Negima! Movie: Anime Final,,Movie,Manga,2011-08-27,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1110/98773.jpg
7526,Ousama no Shippo,The King's Tail,Movie,Original,1949-10-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/2/18059.jpg
16319,Asako Get You!!,,OVA,Unknown,2013-01-26,,,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/5/53435.jpg
36820,Kaijuu ga Yattekuru,,Music,Original,1967-10-04,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/12/89035.jpg
35639,Just Because!,,TV,Original,2017-10-05,2017-12-28,Fall 2017,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/10/88234.jpg
35000,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,,OVA,Manga,2017-11-02,,,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/3/87158.jpg
23245,Go Go Toraemon,,OVA,Manga,1986-04-25,,,,None,https://cdn.myanimelist.net/images/anime/7/60123.jpg
1052,Tokyo Juushouden,Ten Tokyo Warriors,OVA,Unknown,1999-07-23,2000-01-21,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1534/100531.jpg
4983,Hells,,Movie,Manga,2008-10-18,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/50303.jpg
37060,Konpeitou,,Music,Original,2011-12-01,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/9/89904.jpg
36851,Bousai Keihatsu Douga,The Disaster Awareness Video,ONA,Original,2014-04-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/10/89145.jpg
7857,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,,Special,Unknown,2009-07-01,2010-01-06,,Historical,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/26668.jpg
33319,Wareware no Heya,Echo Chamber,Movie,Unknown,2016-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/13/82244.jpg
38528,Quanzhi Fashi III,,ONA,Novel,2018-10-12,2018-12-22,,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1398/95679.jpg
39870,Neko no Heishi ga Yuku,,Music,Original,2016-04-04,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/1264/101131.jpg
7082,Shugo Chara! Party!,,TV,Manga,2009-10-03,2010-03-27,Fall 2009,School,PG - Children,https://cdn.myanimelist.net/images/anime/6/17170.jpg
9520,Zero Tester,,TV,Original,1973-10-01,1974-06-17,Fall 1973,Mecha,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1296/96987.jpg
5214,Gakuen Shimai,,OVA,Original,2008-08-01,2008-11-28,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1852/116452.jpg
38705,Kagaku Ninya-tai Gatchanyan,,ONA,Original,2018-10-27,2019-03-21,,Parody,G - All Ages,https://cdn.myanimelist.net/images/anime/1017/96405.jpg
23837,Meisou! Underworld,,ONA,Manga,2014-04-15,,,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/10/61637.jpg
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Durarara!! x2 Shou: My Heart Is in the Pattern of a Hot Pot,Special,Light novel,2015-07-22,,,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/9/72248.jpg
33241,Honobono Log,,TV,Picture book,2016-06-07,2016-06-18,Spring 2016,,G - All Ages,https://cdn.myanimelist.net/images/anime/12/80749.jpg
2545,Huckleberry no Bouken,,TV,Novel,1976-01-02,1976-06-25,Winter 1976,Historical,G - All Ages,https://cdn.myanimelist.net/images/anime/13/3207.jpg
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction",Ryoko's Case File Special,Special,Light novel,2009-01-21,,,Police,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/9/71646.jpg
30512,Hero Company,,OVA,Manga,2015-10-05,,,Super Power,None,https://cdn.myanimelist.net/images/anime/7/73067.jpg
2859,Ikusa Otome Valkyrie Shinshou,,OVA,Visual novel,2006-02-24,2007-05-25,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/3/7257.jpg
46375,Yunlong Chuanqi: Jiulong Zhan Ji,,TV,Unknown,2013-01-01,,?,,PG - Children,https://cdn.myanimelist.net/images/anime/1829/115527.jpg
3630,Miracle Shoujo Limit-chan,,TV,Original,1973-10-01,1974-03-25,Fall 1973,,G - All Ages,https://cdn.myanimelist.net/images/anime/2/17491.jpg
1710,Rockman.EXE,MegaMan NT Warrior,TV,Game,2002-03-04,2003-03-31,Spring 2002,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/2/26575.jpg
10586,Cafe de Oni,,Music,Original,2004-12-22,,,Music,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/8/29067.jpg
49691,Gunjou no Fanfare,,TV,Original,2022-04-01,,Spring 2022,,None,https://cdn.myanimelist.net/images/anime/1637/120242.jpg
6202,Daisetsusan no Yuusha Kibaou,King Fang,Special,Unknown,1978-09-23,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/10/25610.jpg
40009,Choukadou Girl ⅙: Nona Video Nikki,Choukadou Girl ⅙: Nona Video Diary,ONA,Manga,2019-02-13,2019-07-01,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1641/102913.jpg
1656,PostPet Momobin,,TV,Unknown,2004-07-04,2005-01-09,Summer 2004,,G - All Ages,https://cdn.myanimelist.net/images/anime/1003/112173.jpg
11731,Chi-Sui Maru Specials,,Special,Unknown,2011-09-21,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/9/32751.jpg
31414,Nijiiro Days,Rainbow Days,TV,Manga,2016-01-10,2016-06-26,Winter 2016,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/8/76691.jpg
17467,Otoko Ippiki Gaki Daishou,,TV,Unknown,1969-09-29,1970-03-28,Fall 1969,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1179/95335.jpg
127,Gate Keepers,,TV,Game,2000-04-03,2000-09-18,Spring 2000,Mecha,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/15226.jpg
33883,Chao You Bing,,ONA,Web manga,2014-04-25,2014-08-20,,Parody,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1034/90492.jpg
29956,Swimming,,Movie,Unknown,2008-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/6/71851.jpg
854,Soul Link,,TV,Visual novel,2006-04-02,2006-06-25,Spring 2006,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/1/854.jpg
10469,Sayonara Zetsubou Sensei Special,,Special,Manga,2012-01-31,,,Parody,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/12/75518.jpg
42723,Deca-Dence: Install,,ONA,Original,2020-08-07,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1480/108948.jpg
6452,Akuu Daisakusen Srungle,Macron One,TV,Original,1983-01-21,1984-01-27,Winter 1983,Mecha,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/3/14674.jpg
1480,Sky Girls OVA,,OVA,Unknown,2006-08-25,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/2/78405.jpg
48125,Xuyuan Shenlong,Wish Dragon,Movie,Original,2021-01-15,,,,PG - Children,https://cdn.myanimelist.net/images/anime/1852/115246.jpg
34076,Uchouten Kazoku 2,The Eccentric Family 2,TV,Novel,2017-04-09,2017-06-25,Spring 2017,Demons,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/8/85354.jpg
5472,Kokoro Toshokan: Communication Clips,,Special,Manga,2002-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/11/11364.jpg
35143,Yoshida no Matsue Beauty Daisakusen Prologue,,ONA,Original,2017-03-16,,,Parody,G - All Ages,https://cdn.myanimelist.net/images/anime/13/84749.jpg
48780,Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,,Movie,Manga,2021-10-09,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1062/116821.jpg
10000,Esper Mami Special: My Angel Mami-chan,,Special,Unknown,1988-12-27,,,Super Power,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/2/27652.jpg
43680,Xiao Jingling Hui Dou,,TV,Original,1999-01-01,,?,,PG - Children,https://cdn.myanimelist.net/images/anime/1775/118662.jpg
38089,"Okoshiyasu, Chitose-chan",,TV,Manga,2018-10-06,2019-03-23,Fall 2018,,G - All Ages,https://cdn.myanimelist.net/images/anime/1311/93281.jpg
3230,Druaga no Tou: The Aegis of Uruk,Tower of Druaga: The Aegis of Uruk,TV,Game,2008-04-05,2008-06-21,Spring 2008,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/5/75646.jpg
37074,Daremo Shiranai,,Music,Original,1961-04-03,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/1772/109755.jpg
22617,Pochacco no Wakuwaku Birthday,Pochacco in Exciting Birthday,OVA,Unknown,1993-10-21,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/9/58957.jpg
34878,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,,Special,Manga,1984-01-01,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/84158.jpg
38128,Zhu Zhu Xia: Guang Ming Shou Wei Zhe,GG Bond Season 11,TV,Original,2016-04-29,2016-08-24,Spring 2016,Super Power,G - All Ages,https://cdn.myanimelist.net/images/anime/1475/93355.jpg
17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,,Movie,Unknown,1993-12-18,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/3/45755.jpg
45572,Mahouka Koukou no Yuutousei,The Honor at Magic High School,TV,Manga,2021-07-03,2021-09-25,Summer 2021,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1719/116262.jpg
2064,Gall Force: Chikyuu Shou,Gall Force: Earth Chapter,OVA,Original,1989-12-25,1990-12-01,,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/10/26526.jpg
10370,Metal Fight Beyblade 4D,Beyblade: Metal Fury,TV,Manga,2011-04-03,2012-04-01,Spring 2011,,PG - Children,https://cdn.myanimelist.net/images/anime/1010/116629.jpg
226,Elfen Lied,,TV,Manga,2004-07-25,2004-10-17,Summer 2004,Psychological,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/10/6883.jpg
24705,"Ore, Twintail ni Narimasu.",Gonna be the Twin-Tail!!,TV,Light novel,2014-10-10,2014-12-26,Fall 2014,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/11/75057.jpg
21163,Oni no Ko to Yuki Usagi,"Goblin and ""Yuki Usagi"" (Snow Hare)",Movie,Unknown,1995-01-01,,,Demons,PG - Children,https://cdn.myanimelist.net/images/anime/9/56063.jpg
40327,Mewkledreamy,,TV,Other,2020-04-05,2021-04-04,Spring 2020,,G - All Ages,https://cdn.myanimelist.net/images/anime/1806/105775.jpg
9009,Otome Juurin Yuugi: Maiden Infringement Play,,OVA,Visual novel,2010-08-27,2010-11-26,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1430/113075.jpg
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Ranma ½: Team Ranma vs. The Legendary Phoenix,Movie,Unknown,1994-08-20,,,Martial Arts,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1985/107722.jpg
1094,One Piece: Umi no Heso no Daibouken-hen,,Special,Manga,2000-12-20,,,Super Power,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/6/20923.jpg
