people_id,people_fullname,birthday,member_favorites,people_img_url
525,Oda Shizue,"Feb  15, 1964",12,https://cdn.myanimelist.net/images/voiceactors/3/55060.jpg
12560,Iwasaki Yoshimi,"Jun  15, 1961",6,https://cdn.myanimelist.net/images/voiceactors/2/12354.jpg
39180,Haji,Unknown,42,https://cdn.myanimelist.net/images/voiceactors/2/43024.jpg
35697,0verflow,Unknown,11,https://cdn.myanimelist.net/images/voiceactors/1/37441.jpg
4119,Shinozawa Kozumi,"Oct  30, 1970",4,https://cdn.myanimelist.net/images/voiceactors/2/30515.jpg
30141,Motoi Sumiko,"Sep  25, 1959",0,https://cdn.myanimelist.net/images/voiceactors/1/31575.jpg
42441,Kamijou Tatsuya,"Jul  5, 1963",0,https://cdn.myanimelist.net/images/voiceactors/3/54700.jpg
39398,Mitsumasu Hajime,"Jan  8, 1990",0,https://cdn.myanimelist.net/images/voiceactors/3/42761.jpg
48396,Akito Sarina,Unknown,3,https://cdn.myanimelist.net/images/voiceactors/3/53782.jpg
40037,Cedillo Julio,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/40311.jpg
43845,Martello Melina,"Apr  16, 1941",0,https://cdn.myanimelist.net/images/voiceactors/1/47382.jpg
44208,Bahr Johannes, 1950,1,https://cdn.myanimelist.net/images/voiceactors/1/47667.jpg
8028,Hawkins Brad,"Jan  13, 1976",14,https://cdn.myanimelist.net/images/voiceactors/3/12454.jpg
53279,Nishi Kanako,"May  7, 1977",0,https://cdn.myanimelist.net/images/voiceactors/1/61765.jpg
33081,Sakai Koudai,"Sep  30, 1986",29,https://cdn.myanimelist.net/images/voiceactors/2/57270.jpg
20006,Sakuta Osamu,"Jul  9, 1958",1,https://cdn.myanimelist.net/images/voiceactors/1/22762.jpg
33795,Kondou Reina,"Jan  28, 1999",74,https://cdn.myanimelist.net/images/voiceactors/3/54321.jpg
21935,de Castro Ana,Unknown,3,https://cdn.myanimelist.net/images/voiceactors/1/50180.jpg
30193,Ohno Shocker,"Mar  10, 1961",2,https://cdn.myanimelist.net/images/voiceactors/2/31667.jpg
40,Noto Mamiko,"Feb  6, 1980",8291,https://cdn.myanimelist.net/images/voiceactors/2/44269.jpg
7023,Yamada Takatoshi,"Mar  4, 1959",1,https://cdn.myanimelist.net/images/voiceactors/1/3902.jpg
43666,Bueno Raíssa,Unknown,49,https://cdn.myanimelist.net/images/voiceactors/1/62704.jpg
10559,Toyoshima Masami,"Apr  24, 1965",2,https://cdn.myanimelist.net/images/voiceactors/3/59628.jpg
56540,Raynal Patrick,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/67308.jpg
25773,Asai Ayaka,"May  11, 1992",186,https://cdn.myanimelist.net/images/voiceactors/3/60997.jpg
887,Hendrikse Marÿke,"Feb  22, 1979",204,https://cdn.myanimelist.net/images/voiceactors/2/26275.jpg
3240,Yamamoto Kotetsuko,Jan  4,1290,https://cdn.myanimelist.net/images/voiceactors/3/20131.jpg
8538,Hiraike Yoshimasa,Unknown,10,https://cdn.myanimelist.net/images/voiceactors/3/39740.jpg
8332,Nishizaki Yoshinobu,"Dec  18, 1934",6,https://cdn.myanimelist.net/images/voiceactors/1/42277.jpg
50468,Wingert Mick,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/58206.jpg
13929,Nishida Hikaru,"Aug  16, 1972",1,https://cdn.myanimelist.net/images/voiceactors/2/14163.jpg
1551,Dulcie Greg,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/1/23004.jpg
10603,Kraft Robert,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/22351.jpg
16273,Izaki Hisayoshi,"Jan  1, 1968",0,https://cdn.myanimelist.net/images/voiceactors/1/18707.jpg
12663,Horii Shingo,"Jan  29, 1958",0,https://cdn.myanimelist.net/images/voiceactors/1/17275.jpg
51396,Huxley Justine,Unknown,3,https://cdn.myanimelist.net/images/voiceactors/3/59399.jpg
35557,Ozawa Toshio,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/2/37239.jpg
42612,Matzke Paul, 1979,0,https://cdn.myanimelist.net/images/voiceactors/1/45966.jpg
43358,D'Assunta Solvejg,"Apr  1, 1941",0,https://cdn.myanimelist.net/images/voiceactors/3/46916.jpg
43787,Yatsuhashi Kinako,Aug  10,2,https://cdn.myanimelist.net/images/voiceactors/2/48044.jpg
31337,Noack Ute,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/1/32487.jpg
49814,Toribata Juri,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/57135.jpg
51211,Gorky Maxim,"Mar  28, 1868",0,https://cdn.myanimelist.net/images/voiceactors/3/59175.jpg
27849,Yamaguchi Tomoko,"Oct  20, 1964",4,https://cdn.myanimelist.net/images/voiceactors/1/29449.jpg
10846,Applebaum Leah,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/2/41571.jpg
23495,Ozaki Chikara,"Feb  14, 1973",1,https://cdn.myanimelist.net/images/voiceactors/1/25831.jpg
46481,Takeuchi Mariya,"Mar  20, 1955",159,https://cdn.myanimelist.net/images/voiceactors/3/50086.jpg
37687,Hagon Garrick,"Sep  27, 1939",0,https://cdn.myanimelist.net/images/voiceactors/1/39714.jpg
22399,Watanabe Katsumi,"Apr  11, 1965",1,https://cdn.myanimelist.net/images/voiceactors/3/25857.jpg
40054,Clotworthy Robert,"Oct  24, 1955",2,https://cdn.myanimelist.net/images/voiceactors/1/43130.jpg
35829,Ishii Yukari,Aug  6,1,https://cdn.myanimelist.net/images/voiceactors/1/37759.jpg
33639,Shichimi,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/34721.jpg
22003,Takahashi Minami,"Dec  20, 1990",1111,https://cdn.myanimelist.net/images/voiceactors/1/37815.jpg
5328,Imahori Tsuneo, 1962,196,https://cdn.myanimelist.net/images/voiceactors/1/43471.jpg
39464,Nichols Sinda,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/42318.jpg
41511,Graham John,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/1/44684.jpg
595,Yamazaki Shigenori,"Feb  24, 1974",9,https://cdn.myanimelist.net/images/voiceactors/3/28331.jpg
50213,Tashiro Tetsuya,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/56808.jpg
9943,Chikiri Kyouko,"Sep  13, 1978",0,https://cdn.myanimelist.net/images/voiceactors/3/7891.jpg
52694,McIlvaine Julia,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/61136.jpg
21037,Aoi Wakana,"Jun  30, 1998",11,https://cdn.myanimelist.net/images/voiceactors/2/24903.jpg
20747,Minase Marika,"Nov  6, 1986",2,https://cdn.myanimelist.net/images/voiceactors/3/40119.jpg
9626,Williams Kerry, 1972,1,https://cdn.myanimelist.net/images/voiceactors/3/7230.jpg
38438,Amasaki Kouhei,"Oct  22, 1990",154,https://cdn.myanimelist.net/images/voiceactors/1/63872.jpg
11194,Nishizaki Eim,Oct  30,1,https://cdn.myanimelist.net/images/voiceactors/3/54454.jpg
46800,Kawase Maki,"Dec  31, 1995",396,https://cdn.myanimelist.net/images/voiceactors/1/53745.jpg
3668,Takekuma Kentarou,"Aug  29, 1960",2,https://cdn.myanimelist.net/images/voiceactors/2/44140.jpg
10166,Tokumoto Eiichirou,"Oct  1, 1981",1,https://cdn.myanimelist.net/images/voiceactors/2/56188.jpg
38620,Sano Mizuki,"Dec  9, 1971",0,https://cdn.myanimelist.net/images/voiceactors/2/41204.jpg
21163,Yuuki Chisa,Aug  19,1,https://cdn.myanimelist.net/images/voiceactors/1/59626.jpg
30263,Sakamoto Eizou,"Feb  23, 1964",11,https://cdn.myanimelist.net/images/voiceactors/1/31731.jpg
6449,Yoshimura Yumi,"Jan  30, 1975",9,https://cdn.myanimelist.net/images/voiceactors/1/15601.jpg
1471,Vieira Jose Manuel,"Jul  26, 1961",19,https://cdn.myanimelist.net/images/voiceactors/3/38619.jpg
12057,Kitazaki Taku,"Jul  27, 1966",37,https://cdn.myanimelist.net/images/voiceactors/2/11398.jpg
51864,Miyazono Takumu,Jun  20,0,https://cdn.myanimelist.net/images/voiceactors/3/60437.jpg
27707,Meaux Frédéric,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/65523.jpg
42643,Di Caccamo Irene,"Apr  21, 1967",0,https://cdn.myanimelist.net/images/voiceactors/1/46007.jpg
577,Hiramatsu Hirokazu,"Feb  29, 1960",6,https://cdn.myanimelist.net/images/voiceactors/1/55783.jpg
29711,Sakuramachi Hiroko,"Jun  16, 1937",0,https://cdn.myanimelist.net/images/voiceactors/1/31009.jpg
40264,Bloom Brian,"Jun  30, 1970",0,https://cdn.myanimelist.net/images/voiceactors/3/41643.jpg
7248,Takahashi Ryoukichi,Mar  16,0,https://cdn.myanimelist.net/images/voiceactors/3/15061.jpg
5264,Takatou Rui,Unknown,12,https://cdn.myanimelist.net/images/voiceactors/2/47787.jpg
4090,Kusumi Masayuki,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/1/19377.jpg
29513,Kano,Dec  24,553,https://cdn.myanimelist.net/images/voiceactors/3/30815.jpg
6118,Ziffer Julia, 1975,11,https://cdn.myanimelist.net/images/voiceactors/1/2760.jpg
55261,mol-74, 2010,7,https://cdn.myanimelist.net/images/voiceactors/3/65122.jpg
24539,Nishimura Kinu, 1969,16,https://cdn.myanimelist.net/images/voiceactors/1/40804.jpg
5626,Hosoya Yoshimasa,"Feb  10, 1982",8950,https://cdn.myanimelist.net/images/voiceactors/2/65163.jpg
20671,Nishikawa Mizuki,"Sep  4, 1990",0,https://cdn.myanimelist.net/images/voiceactors/2/23327.jpg
37657,Sportis Franck,"Nov  5, 1968",0,https://cdn.myanimelist.net/images/voiceactors/2/39801.jpg
47243,Hyorotto Danshi,Unknown,4,https://cdn.myanimelist.net/images/voiceactors/3/51165.jpg
2845,Matsumoto Jiro,"Aug  20, 1970",358,https://cdn.myanimelist.net/images/voiceactors/1/6994.jpg
46093,Lovely Summer-chan,"Jul  29, 1995",5,https://cdn.myanimelist.net/images/voiceactors/1/49559.jpg
20188,Natsuharu,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/22934.jpg
8287,Kawaguchi Masayo,"Jun  7, 1959",0,https://cdn.myanimelist.net/images/voiceactors/1/5483.jpg
56664,Malvárez Wendy,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/67442.jpg
11640,Moriya Satomi,"Apr  16, 1982",14,https://cdn.myanimelist.net/images/voiceactors/1/43384.jpg
7170,Sakai Masato,"Oct  14, 1973",147,https://cdn.myanimelist.net/images/voiceactors/2/9654.jpg
20416,Yamaguchi Megumi,"May  12, 1997",124,https://cdn.myanimelist.net/images/voiceactors/2/64922.jpg
48585,NETWORKS,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/54031.jpg
38363,Ayumikurikamaki,Unknown,5,https://cdn.myanimelist.net/images/voiceactors/2/40863.jpg
24785,Takishita Tsuyoshi,"Nov  5, 1975",0,https://cdn.myanimelist.net/images/voiceactors/3/42845.jpg
43090,Taniguchi Mamoru,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/2/46767.jpg
262,Horiuchi Kenyuu,"Jul  30, 1957",596,https://cdn.myanimelist.net/images/voiceactors/1/55396.jpg
16593,everset,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/2/19071.jpg
47904,Handa Takumi,Jan  22,1,https://cdn.myanimelist.net/images/voiceactors/3/52272.jpg
8812,Jeong Mi Sook,"Dec  25, 1962",36,https://cdn.myanimelist.net/images/voiceactors/1/25851.jpg
35263,Jones Rick,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/2/36703.jpg
46541,Murakami Nijirou,"Mar  17, 1997",354,https://cdn.myanimelist.net/images/voiceactors/1/50906.jpg
7496,Hyakkoku Hajime,"Nov  24, 1958",53,https://cdn.myanimelist.net/images/voiceactors/1/4564.jpg
12448,Hirao Sayaka,Jan  18,3,https://cdn.myanimelist.net/images/voiceactors/1/12173.jpg
42088,Yaehata Yukine,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/45565.jpg
10245,Shukla Ami,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/42009.jpg
47459,Xiaoliansha,Jan  9,3,https://cdn.myanimelist.net/images/voiceactors/1/51200.jpg
9887,Diot Marie,Feb  1,4,https://cdn.myanimelist.net/images/voiceactors/2/28495.jpg
6835,Kopsa Michael,"Jan  22, 1956",11,https://cdn.myanimelist.net/images/voiceactors/1/41421.jpg
23673,Schwarzmaier Caroline,"Mar  3, 1988",0,https://cdn.myanimelist.net/images/voiceactors/2/26453.jpg
8407,Ősi Ildikó,Unknown,3,https://cdn.myanimelist.net/images/voiceactors/3/5605.jpg
46254,Rohrbach Jan, 1982,4,https://cdn.myanimelist.net/images/voiceactors/1/49835.jpg
37427,Sister MAYO,Jul  26,0,https://cdn.myanimelist.net/images/voiceactors/2/39564.jpg
37161,Koike Natsumi,Jan  25,0,https://cdn.myanimelist.net/images/voiceactors/2/39342.jpg
45083,Geissler Dana,"Jul  8, 1963",0,https://cdn.myanimelist.net/images/voiceactors/3/48442.jpg
10082,Hashimoto Yukari,"Apr  4, 1966",245,https://cdn.myanimelist.net/images/voiceactors/1/12490.jpg
7416,Akane Kazuki,"Mar  24, 1962",94,https://cdn.myanimelist.net/images/voiceactors/1/27547.jpg
54716,Casket,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/64244.jpg
17257,Ueda Junko,Nov  28,0,https://cdn.myanimelist.net/images/voiceactors/3/20031.jpg
639,Fuchizaki Yuriko,"Dec  5, 1968",30,https://cdn.myanimelist.net/images/voiceactors/3/26141.jpg
9910,Laurent Arnaud,"Dec  18, 1983",17,https://cdn.myanimelist.net/images/voiceactors/2/23144.jpg
55203,LMYK,Unknown,11,https://cdn.myanimelist.net/images/voiceactors/3/64971.jpg
39282,Sugiura Shiori,Jul  1,7,https://cdn.myanimelist.net/images/voiceactors/1/57261.jpg
46654,Campos Kátia,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/63475.jpg
18367,Ramirez Luis Daniel,"Nov  29, 1979",3,https://cdn.myanimelist.net/images/voiceactors/1/20827.jpg
768,Liberatori Perla,"Nov  10, 1981",54,https://cdn.myanimelist.net/images/voiceactors/3/809.jpg
50742,Laurence Andrea,"May  9, 1979",0,https://cdn.myanimelist.net/images/voiceactors/2/58470.jpg
26817,Yeon Sang-ho,Unknown,21,https://cdn.myanimelist.net/images/voiceactors/1/61838.jpg
3020,Koike Kazuo,"May  8, 1936",174,https://cdn.myanimelist.net/images/voiceactors/1/41460.jpg
37599,Walker Wendy,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/39730.jpg
8409,Várnagy Katalin,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/5607.jpg
13069,Sou Irime,Jun  28,0,https://cdn.myanimelist.net/images/voiceactors/3/13419.jpg
1237,Kimotsuki Kaneta,"Nov  15, 1935",11,https://cdn.myanimelist.net/images/voiceactors/1/50083.jpg
14213,Mercer Matthew,"Jun  29, 1982",3679,https://cdn.myanimelist.net/images/voiceactors/2/39513.jpg
9945,Hirai Keiji,Feb  15,1,https://cdn.myanimelist.net/images/voiceactors/3/16329.jpg
12305,Kawamura Yumi,Unknown,128,https://cdn.myanimelist.net/images/voiceactors/1/54063.jpg
713,Takahashi Ao,"Aug  8, 1979",11,https://cdn.myanimelist.net/images/voiceactors/2/13919.jpg
18509,Yamahata Rei,"Dec  17, 1985",0,https://cdn.myanimelist.net/images/voiceactors/1/20973.jpg
9512,Juju,"Feb  14, 1976",3,https://cdn.myanimelist.net/images/voiceactors/2/7023.jpg
37581,Yakusho Kouji,"Jan  1, 1956",22,https://cdn.myanimelist.net/images/voiceactors/3/39746.jpg
2347,Maeda Jun,"Jan  3, 1975",7296,https://cdn.myanimelist.net/images/voiceactors/3/44264.jpg
1055,Miyazaki Aoi,"Nov  30, 1985",128,https://cdn.myanimelist.net/images/voiceactors/2/49681.jpg
56343,Fedele Roberto,"May  28, 1991",0,https://cdn.myanimelist.net/images/voiceactors/1/67077.jpg
10152,Tsuchiya Maki,Mar  4,0,https://cdn.myanimelist.net/images/voiceactors/2/8314.jpg
8762,Endo Miyako,"Mar  21, 1965",0,https://cdn.myanimelist.net/images/voiceactors/3/26909.jpg
2982,Nagita Keiko,"Nov  28, 1949",9,https://cdn.myanimelist.net/images/voiceactors/2/35427.jpg
8163,Kamiyama Ryuuji,"Sep  10, 1986",4,https://cdn.myanimelist.net/images/voiceactors/1/28169.jpg
47176,KinKi Kids, 1993,2,https://cdn.myanimelist.net/images/voiceactors/1/51126.jpg
1385,Sato Yuki,Jan  26,5,https://cdn.myanimelist.net/images/voiceactors/3/33613.jpg
1161,Takagi Hitoshi,"Feb  26, 1925",27,https://cdn.myanimelist.net/images/voiceactors/2/24243.jpg
23609,Nishiyama Shigeru,"Apr  16, 1956",0,https://cdn.myanimelist.net/images/voiceactors/1/54347.jpg
8147,Takahashi Ryousuke,"May  14, 1984",5,https://cdn.myanimelist.net/images/voiceactors/3/53280.jpg
6510,Kurata Mariya,Jul  25,12,https://cdn.myanimelist.net/images/voiceactors/1/35423.jpg
7775,Csőre Gábor,"Aug  11, 1971",3,https://cdn.myanimelist.net/images/voiceactors/3/5032.jpg
20901,Di Giulio Sergio,"Apr  4, 1945",0,https://cdn.myanimelist.net/images/voiceactors/1/38269.jpg
52567,Mizutani Shiori,Unknown,1,https://cdn.myanimelist.net/images/voiceactors/2/51966.jpg
9562,Omoro Masayuki,"Mar  6, 1948",0,https://cdn.myanimelist.net/images/voiceactors/3/7101.jpg
27141,Mercier Thierry,"May  1, 1967",1,https://cdn.myanimelist.net/images/voiceactors/1/67093.jpg
666,McCollum Robert,"Sep  8, 1971",464,https://cdn.myanimelist.net/images/voiceactors/2/43298.jpg
50114,Kanda Uno,"Mar  28, 1975",0,https://cdn.myanimelist.net/images/voiceactors/1/57843.jpg
11906,Fitzner Sebastian, 1994,38,https://cdn.myanimelist.net/images/voiceactors/3/59384.jpg
56376,Baba Junpei,"Jan  28, 1995",0,https://cdn.myanimelist.net/images/voiceactors/2/67135.jpg
14229,Yorico,"May  13, 1984",4,https://cdn.myanimelist.net/images/voiceactors/3/14503.jpg
6309,Katakura Mikiya,Unknown,9,https://cdn.myanimelist.net/images/voiceactors/1/12561.jpg
9867,Jenkins Bill,May  4,8,https://cdn.myanimelist.net/images/voiceactors/1/14253.jpg
2556,Kitoh Mohiro,"Aug  8, 1966",315,https://cdn.myanimelist.net/images/voiceactors/2/5825.jpg
40888,Ishihara Souma,"Jul  5, 1996",18,https://cdn.myanimelist.net/images/voiceactors/3/43889.jpg
16433,Sakuma Junko,"Jan  19, 1967",0,https://cdn.myanimelist.net/images/voiceactors/3/18903.jpg
6945,Harada Hiroshi,"Jun  13, 1962",53,https://cdn.myanimelist.net/images/voiceactors/3/26189.jpg
11862,Ortiz Ana,"Jan  25, 1971",1,https://cdn.myanimelist.net/images/voiceactors/3/11042.jpg
55915,Muniz Mana,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/67562.jpg
4612,Mitsuda Takuya,"Jun  17, 1965",61,https://cdn.myanimelist.net/images/voiceactors/2/11189.jpg
2293,Suetsugu Yuki,"Sep  8, 1975",137,https://cdn.myanimelist.net/images/voiceactors/3/9550.jpg
39996,Mrs. GREEN APPLE,Unknown,319,https://cdn.myanimelist.net/images/voiceactors/3/52254.jpg
607,Manison Kelly,"Feb  23, 1967",15,https://cdn.myanimelist.net/images/voiceactors/3/11393.jpg
40617,Moreno Joyce,"Jan  31, 1948",0,https://cdn.myanimelist.net/images/voiceactors/1/43549.jpg
38874,Tamamura Jin,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/1/53744.jpg
2318,Fujisawa Tohru,"Jan  12, 1967",676,https://cdn.myanimelist.net/images/voiceactors/3/21601.jpg
2640,Shimizu Yuki,Dec  9,47,https://cdn.myanimelist.net/images/voiceactors/1/10352.jpg
17801,Hagai Mari,Mar  2,0,https://cdn.myanimelist.net/images/voiceactors/3/57442.jpg
36805,Saito Shunsuke,Jul  1984,4,https://cdn.myanimelist.net/images/voiceactors/1/38954.jpg
43707,Campos Ramon,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/60907.jpg
2713,Okano Takeshi,"May  9, 1967",0,https://cdn.myanimelist.net/images/voiceactors/1/59818.jpg
43649,Matthews Erin,"Feb  6, 1973",0,https://cdn.myanimelist.net/images/voiceactors/3/47289.jpg
48945,King Gnu, 2007,350,https://cdn.myanimelist.net/images/voiceactors/1/55854.jpg
15597,Takizawa Roko,"Nov  27, 1956",0,https://cdn.myanimelist.net/images/voiceactors/1/16937.jpg
39725,Tsuchiya Tao,"Feb  3, 1995",97,https://cdn.myanimelist.net/images/voiceactors/2/42749.jpg
31637,Lee Sung-gang,"Oct  25, 1962",0,https://cdn.myanimelist.net/images/voiceactors/1/32257.jpg
41615,Sagara Mayu,"Apr  17, 1995",89,https://cdn.myanimelist.net/images/voiceactors/3/61774.jpg
11742,Tsukimiya Midori,"Nov  25, 1990",53,https://cdn.myanimelist.net/images/voiceactors/1/13055.jpg
9517,Ohmi Tomoe,"Oct  13, 1982",6,https://cdn.myanimelist.net/images/voiceactors/2/7280.jpg
29699,Kitahara Hakushuu,"Jan  25, 1885",0,https://cdn.myanimelist.net/images/voiceactors/2/31001.jpg
29277,Lui Pour,"Aug  20, 1990",6,https://cdn.myanimelist.net/images/voiceactors/1/30633.jpg
47251,Seto Erina,Sep  28,0,https://cdn.myanimelist.net/images/voiceactors/3/51175.jpg
34741,Meguro Hibari,"Jan  12, 1984",0,https://cdn.myanimelist.net/images/voiceactors/1/43755.jpg
5727,Watanabe Tomomi,"Jan  31, 1990",2,https://cdn.myanimelist.net/images/voiceactors/2/30615.jpg
15615,Noma Kumiko,Unknown,34,https://cdn.myanimelist.net/images/voiceactors/1/17027.jpg
51025,Garayua Gloria,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/58729.jpg
32299,Mamone Nico, 1976,1,https://cdn.myanimelist.net/images/voiceactors/2/33293.jpg
43937,Pizzirani Massimo,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/47446.jpg
46425,SymaG,Unknown,17,https://cdn.myanimelist.net/images/voiceactors/3/58276.jpg
27237,Sasaki Shiho,Dec  24,1,https://cdn.myanimelist.net/images/voiceactors/2/29111.jpg
27515,Redman,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/29109.jpg
1455,Burgess Keith,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/1/41477.jpg
1712,Deguchi Mami,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/4031.jpg
20913,Hofmann Muriel,Unknown,9,https://cdn.myanimelist.net/images/voiceactors/3/23911.jpg
12213,Fukuyama Renshi,"Mar  8, 1964",0,https://cdn.myanimelist.net/images/voiceactors/1/27399.jpg
5307,Inoue Miki,"Dec  8, 1967",5,https://cdn.myanimelist.net/images/voiceactors/2/17381.jpg
48578,Kumada Akane,"Feb  3, 2000",45,https://cdn.myanimelist.net/images/voiceactors/2/63533.jpg
8643,Fukuda Hiroshi,Feb  13,16,https://cdn.myanimelist.net/images/voiceactors/1/31123.jpg
8644,Boyd Lynda,"Jan  28, 1965",0,https://cdn.myanimelist.net/images/voiceactors/2/5980.jpg
42640,Bianchi Rodolfo,"Sep  1, 1952",2,https://cdn.myanimelist.net/images/voiceactors/2/46002.jpg
28669,Hamet Luq,"Apr  1, 1963",0,https://cdn.myanimelist.net/images/voiceactors/1/65792.jpg
29369,Kintarou,"Oct  24, 1981",0,https://cdn.myanimelist.net/images/voiceactors/2/30749.jpg
10420,Welles Orson,"May  6, 1915",25,https://cdn.myanimelist.net/images/voiceactors/3/34625.jpg
3010,Himawari Souya,Aug  6,3,https://cdn.myanimelist.net/images/voiceactors/1/5018.jpg
34963,Williams Pharrell,"Apr  5, 1973",80,https://cdn.myanimelist.net/images/voiceactors/3/36341.jpg
49355,Omaru,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/3/50741.jpg
46386,Adlon Pamela,"Jul  9, 1966",1,https://cdn.myanimelist.net/images/voiceactors/1/49954.jpg
463,Sirois Myriam,"Feb  2, 1975",8,https://cdn.myanimelist.net/images/voiceactors/3/1547.jpg
20532,Kotabe Youichi,"Sep  15, 1936",3,https://cdn.myanimelist.net/images/voiceactors/1/23138.jpg
42205,Masutomi Nobutaka,"Oct  30, 1939",1,https://cdn.myanimelist.net/images/voiceactors/2/45624.jpg
53386,Brianez Kléber,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/2/67648.jpg
30555,Thiele Louis Friedemann,"Apr  7, 1981",6,https://cdn.myanimelist.net/images/voiceactors/1/31949.jpg
203,Cook Justin,"Apr  4, 1982",918,https://cdn.myanimelist.net/images/voiceactors/2/12472.jpg
6521,Kashiwagi Haruko,"Nov  7, 1969",2,https://cdn.myanimelist.net/images/voiceactors/2/3256.jpg
1380,Griffin Katie,Unknown,9,https://cdn.myanimelist.net/images/voiceactors/2/39973.jpg
13501,Shima Yuuko,Unknown,0,https://cdn.myanimelist.net/images/voiceactors/1/13723.jpg
11794,Hitotsuyanagi Miru,"Jul  16, 1952",0,https://cdn.myanimelist.net/images/voiceactors/1/10985.jpg
49866,KAF,Oct  2018,91,https://cdn.myanimelist.net/images/voiceactors/1/57373.jpg
553,Nishimura Chinami,"Nov  18, 1970",37,https://cdn.myanimelist.net/images/voiceactors/3/54470.jpg
5154,Strong Tara,"Feb  12, 1973",502,https://cdn.myanimelist.net/images/voiceactors/1/40397.jpg
33079,Tomita Takahiro,Oct  9,12,https://cdn.myanimelist.net/images/voiceactors/2/34005.jpg
35763,Saint-Saëns Camille,"Oct  9, 1835",9,https://cdn.myanimelist.net/images/voiceactors/3/37503.jpg
3636,Ikeda Akihisa,"Oct  25, 1976",204,https://cdn.myanimelist.net/images/voiceactors/2/23787.jpg
26515,Marrama Stefanella,"Dec  28, 1950",0,https://cdn.myanimelist.net/images/voiceactors/2/37593.jpg
3854,Hanawa Kazuichi,"Apr  17, 1947",10,https://cdn.myanimelist.net/images/voiceactors/3/29979.jpg
10085,Yamauchi Kenji,"Sep  23, 1972",0,https://cdn.myanimelist.net/images/voiceactors/1/19661.jpg
8434,Hollwitz Fabian, 1984,1,https://cdn.myanimelist.net/images/voiceactors/2/5625.jpg
11655,Uchida Yoshimi,"Oct  28, 1953",2,https://cdn.myanimelist.net/images/voiceactors/2/10734.jpg
16907,Oohara Megumi,"Apr  16, 1975",10,https://cdn.myanimelist.net/images/voiceactors/1/53616.jpg
107,Aoki Sayaka,"Oct  19, 1972",150,https://cdn.myanimelist.net/images/voiceactors/1/20871.jpg
1263,Naitou Takashi,"May  27, 1955",1,https://cdn.myanimelist.net/images/voiceactors/1/18381.jpg
48117,Vickeblanka,"Nov  30, 1987",712,https://cdn.myanimelist.net/images/voiceactors/3/53575.jpg
19803,Nakamichi Hiroo,"May  8, 1979",0,https://cdn.myanimelist.net/images/voiceactors/1/59770.jpg
3561,Morie Satoshi,Jul  17,54,https://cdn.myanimelist.net/images/voiceactors/3/52328.jpg
14925,Son Won Il,"Aug  10, 1962",4,https://cdn.myanimelist.net/images/voiceactors/2/15625.jpg
3988,Chiba Kozue,Dec  22,280,https://cdn.myanimelist.net/images/voiceactors/2/2124.jpg
9647,Ootori Yoshino,"Mar  19, 1947",0,https://cdn.myanimelist.net/images/voiceactors/2/7322.jpg
43003,Farina Raffaele,"Jan  11, 1958",0,https://cdn.myanimelist.net/images/voiceactors/1/46498.jpg
41107,Koyanagi Tatsuya,Unknown,2,https://cdn.myanimelist.net/images/voiceactors/3/43937.jpg
